ID,F115,F321,F527,F531,F670,F1692,F2082,F2122,F2582,F2678,F2737,F2956,F3043,F3836,F3887,F3889,F3891,F3894,F3924
6997,0.84,1.18,0.99,1.13,0.0,0.0,0.0,0.016528926,,0.63,0.04,1409.0,1908.0,70263327.71,46,G365D,selfemployed,25.0,0
6998,0.56,1.29,0.74,1.25,0.0,0.0,0.0,0.5,-0.33,,-0.33,2.0,,57152.76,27,G365D,salaried,3.0,0
6999,0.54,2.27,1.18,2.09,0.0,0.0,0.0,0.0,,-0.35,-0.3,35.0,115.0,5055140.73,0,L7D,salaried,72.0,0
7000,0.46,0.74,0.74,0.85,0.0,0.0,0.0,0.166666667,-0.18,-0.47,-0.2,70.0,,12278.83,49,G365D,selfemployed,5.0,0
7001,0.56,0.91,0.1,1.73,0.0,0.0,0.0,0.0,,1.04,4.14,38.0,79.0,-453552362.2,107,G365D,salaried,52.0,0
7002,0.51,1.08,0.89,0.92,0.0,0.0,0.0,0.0,-0.29,-0.45,-0.58,13.0,26.0,1546011.36,84,G365D,selfemployed,26.0,0
7003,0.34,1.0,0.64,2.04,0.0,0.0,0.0,0.0,0.05,,-0.32,27.0,39.0,-909856237.9,82,G365D,salaried,30.0,0
7004,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,68245.58,25,G365D,agriculture,6.0,0
7005,0.48,2.08,0.96,4.61,0.0,0.0,0.0,0.0,-0.15,-0.11,-0.04,235.0,,765012.04,0,L7D,retired,69.0,0
7006,0.52,1.45,1.11,1.95,0.0,0.0,0.156862745,0.0,-0.06,-0.48,0.15,73.0,,3000.0,105,G365D,salaried,28.0,0
7007,0.0,1.0,0.0,0.0,0.0,0.0,0.19047619,0.0,,,0.0,0.0,,1500000.0,104,G365D,salaried,28.0,0
7008,0.6,1.1,0.0,0.55,0.0,0.0,0.0,0.0,-0.17,-0.37,0.35,23.0,41.0,1634043.57,37,G365D,selfemployed,4.0,0
7009,0.33,1.27,1.17,2.05,0.0,0.0,0.0,0.0,,-0.27,-0.24,66.0,,3042220.29,302,G365D,selfemployed,28.0,0
7010,0.49,0.7,0.62,0.67,0.0,0.0,0.0,0.0,-0.29,-0.26,-0.33,23.0,40.0,46476657.27,380,G365D,selfemployed,7.0,0
7011,0.86,1.01,0.87,1.92,0.0,0.0,0.0,0.0,0.0,,4.05,12.0,,203230.06,249,G365D,selfemployed,33.0,0
7012,0.45,1.2,0.82,1.38,0.0,0.0,0.0,0.0,,,-0.37,,,8477924.15,243,G365D,selfemployed,27.0,0
7013,0.55,1.38,0.8,1.62,0.0,0.0,0.0,0.0,,-0.33,-0.43,3.0,5.0,3776877.73,243,G365D,selfemployed,27.0,0
7014,0.4,1.87,1.1,1.46,0.0,0.0,0.0,0.0,0.02,,0.36,109.0,,3595864.61,255,G365D,salaried,30.0,0
7015,0.68,1.06,0.85,1.15,0.0,2.0,0.0,0.030769231,0.43,-0.58,0.03,66.0,162.0,-93145046.73,257,G365D,salaried,30.0,0
7016,0.41,1.19,2.27,0.51,0.0,0.0,0.0,0.0,-0.39,0.09,-0.5,73.0,,3891567285.0,275,G365D,selfemployed,32.0,0
7017,0.67,1.47,0.61,2.21,0.0,2.0,0.0,0.222222222,0.39,-0.33,-0.54,93.0,,2752953.05,256,G365D,selfemployed,27.0,0
7018,0.45,1.1,0.9,1.08,0.0,0.0,0.0,0.014705882,-0.05,0.05,0.39,83.0,,518518.96,278,G365D,selfemployed,34.0,0
7019,0.43,1.09,0.87,0.93,1.0,0.0,0.0,0.0,0.02,0.11,0.0,102.0,,-150808432.4,278,G365D,selfemployed,32.0,0
7020,0.47,1.08,0.81,1.5,0.0,1.0,0.0,0.025862069,-0.21,0.05,-0.06,106.0,,-10991124.9,298,G365D,selfemployed,25.0,0
7021,0.71,1.43,0.83,1.37,0.0,0.0,0.111111111,0.0,-0.28,-0.11,-0.35,99.0,,669725112.8,297,G365D,selfemployed,25.0,0
7022,0.4,0.42,1.17,0.64,0.0,0.0,0.0,0.0,,-0.29,0.17,10.0,,9723589.84,374,G365D,selfemployed,31.0,0
7023,0.44,1.11,0.84,1.12,0.0,2.0,0.0,0.15,,-0.39,-0.48,78.0,156.0,10134218.14,331,G365D,selfemployed,36.0,0
7024,0.38,1.34,1.52,1.29,0.0,0.0,0.0,0.0,,-0.35,-0.43,15.0,,32119481.33,270,G365D,selfemployed,44.0,0
7025,0.49,1.88,1.08,1.63,0.0,0.0,0.0,0.0,,0.03,-0.35,73.0,,-206811524.1,305,G365D,selfemployed,26.0,0
7026,,,,,0.0,0.0,0.0,0.0,,0.98,-0.5,18.0,35.0,78735.69,342,G365D,selfemployed,28.0,0
7027,1.0,0.85,1.13,1.13,1.0,0.0,0.0,0.023809524,,,-0.78,21.0,50.0,-505391785.4,333,G365D,selfemployed,28.0,0
7028,0.69,0.88,0.77,1.76,0.0,0.0,0.044444444,0.03960396,,-0.29,-0.46,,,21776585.95,265,G365D,selfemployed,31.0,0
7029,0.43,2.41,0.0,6.13,1.0,0.0,0.0,0.072463768,-0.02,0.24,-0.08,259.0,434.0,23269401.72,265,G365D,selfemployed,31.0,0
7030,0.69,1.23,,1.81,0.0,0.0,0.0,0.008403361,,0.1,0.71,37.0,,-1672631305.0,267,G365D,selfemployed,31.0,0
7031,0.6,1.18,1.11,1.08,0.0,0.0,0.0,0.011627907,,0.0,0.0,4.0,,-288668.85,350,G365D,selfemployed,32.0,0
7032,0.5,1.06,0.82,1.61,0.0,0.0,0.222222222,0.0,-0.38,,-0.32,29.0,,4421922.0,371,G365D,selfemployed,31.0,0
7033,0.34,0.59,0.0,1.6,0.0,8.0,0.015625,0.303278689,-0.15,0.66,-0.25,74.0,168.0,15372231.88,335,G365D,selfemployed,28.0,0
7034,0.37,0.46,0.0,1.85,0.0,0.0,0.034482759,0.0,-0.14,,-0.82,28.0,75.0,5063005.76,272,G365D,selfemployed,28.0,0
7035,0.41,1.05,1.27,1.27,0.0,0.0,0.25,0.166666667,,-0.55,-0.83,10.0,,8795.53,331,G365D,selfemployed,28.0,0
7036,0.53,1.44,1.21,0.95,0.0,0.0,0.117021277,0.046875,0.04,-0.53,-0.51,97.0,,8681.6,328,G365D,selfemployed,34.0,0
7037,0.44,1.12,1.06,1.31,0.0,0.0,0.0,0.0,,0.35,-0.21,10.0,11.0,5638759.39,320,G365D,selfemployed,27.0,0
7038,0.9,1.19,0.67,1.3,0.0,0.0,0.0,0.0,1.71,-0.09,-0.03,108.0,165.0,7325510.35,333,G365D,selfemployed,18.0,0
7039,0.76,1.65,0.41,2.22,0.0,0.0,0.0,0.0,0.36,-0.13,0.0,104.0,154.0,-153334775.7,162,G365D,selfemployed,31.0,0
7040,0.67,0.99,1.05,0.91,0.0,0.0,0.0,0.0,,,-0.39,8.0,23.0,-604466383.9,160,G365D,selfemployed,57.0,0
7041,0.65,1.07,1.09,0.9,0.0,0.0,0.0,0.0,,-0.37,-0.38,86.0,,58335869.05,157,G365D,salaried,38.0,0
7042,0.66,1.1,1.21,0.81,0.0,1.0,0.0,0.666666667,,-0.47,-0.53,16.0,70.0,3930650.11,150,G365D,selfemployed,28.0,0
7043,0.49,0.91,0.81,1.22,0.0,1.0,0.0,0.016260163,,-0.55,-0.02,133.0,,-1295338237.0,135,G365D,selfemployed,44.0,0
7044,0.45,0.67,0.96,0.71,0.0,0.0,0.37037037,0.0,,1.6,0.37,83.0,,-2274163638.0,227,G365D,selfemployed,34.0,0
7045,0.61,0.78,1.09,1.16,0.0,0.0,0.222222222,0.0,,0.29,1.57,675.0,,-463143400.9,227,G365D,selfemployed,34.0,0
7046,0.43,0.95,0.84,0.87,0.0,0.0,0.0,0.411764706,,2.21,-0.29,,,42210367.75,226,G365D,selfemployed,28.0,0
7047,0.61,0.92,0.59,0.74,0.0,0.0,0.0,0.019151847,,-0.58,-0.12,,,533333.33,225,G365D,selfemployed,19.0,0
7048,0.97,1.72,0.92,1.7,0.0,0.0,0.0,0.0,,-0.54,-0.19,,,3745.33,224,G365D,selfemployed,19.0,0
7049,0.44,0.78,0.99,0.9,0.0,0.0,0.0,0.0,,,0.3,,,11364229.66,106,G365D,selfemployed,28.0,0
7050,0.43,0.06,0.0,0.11,0.0,0.0,0.0,0.0,,,0.05,,,4313237328.0,106,G365D,selfemployed,43.0,0
7051,0.4,0.86,1.01,0.9,0.0,2.0,0.0,0.166666667,,,0.3,,,2800551.89,104,G365D,selfemployed,25.0,0
7052,0.45,1.26,0.83,0.03,0.0,0.0,0.0,0.0,-0.45,0.06,-0.27,30.0,,500000.0,106,G365D,selfemployed,25.0,0
7053,0.25,1.14,0.0,0.01,0.0,0.0,0.0,0.0,,1.37,3.05,108.0,,478749.17,224,G365D,selfemployed,26.0,0
7054,,1.03,,,0.0,0.0,0.0,0.0,,-0.35,-0.51,48.0,,3040428.5,90,G365D,selfemployed,37.0,0
7055,0.43,0.95,1.07,0.94,0.0,0.0,0.008,0.0,,0.0,-0.16,44.0,,38287779.23,214,G365D,selfemployed,20.0,0
7056,0.43,1.4,0.79,2.11,0.0,3.0,0.0,0.01910828,-0.38,0.33,0.66,62.0,,78.67,70,G365D,selfemployed,31.0,0
7057,0.42,0.83,0.96,0.62,0.0,0.0,0.0,0.0,,2.1,-0.55,16.0,,2177732.57,212,G365D,selfemployed,34.0,0
7058,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.04,0.65,79.0,,40052031.6,206,G365D,selfemployed,22.0,0
7059,0.49,0.96,1.06,0.99,0.0,0.0,0.0,0.0,,0.08,-0.27,118.0,254.0,2062114.06,35,G365D,selfemployed,26.0,0
7060,0.35,0.58,1.08,0.08,0.0,0.0,0.0,0.0,,0.05,-0.21,93.0,226.0,2557656.9,34,G365D,selfemployed,19.0,0
7061,0.34,1.47,1.15,2.03,0.0,0.0,0.044506259,0.0,,1.03,-0.11,22.0,75.0,-20589457.14,27,G365D,selfemployed,28.0,0
7062,0.44,0.99,0.94,0.88,0.0,0.0,0.003787879,0.0,,-0.38,-0.65,90.0,,298107.5,27,G365D,selfemployed,30.0,0
7063,0.57,0.82,1.03,0.98,0.0,0.0,0.0,0.0,,0.97,0.23,95.0,,1124363.65,29,G365D,selfemployed,20.0,0
7064,0.42,1.23,0.88,1.33,0.0,0.0,0.0,0.0,,0.2,0.09,195.0,,3977377.81,29,G365D,selfemployed,28.0,0
7065,0.48,1.94,0.98,2.19,0.0,0.0,0.0,0.0,,0.05,0.2,128.0,378.0,10134981.4,29,G365D,selfemployed,31.0,0
7066,0.4,0.69,1.01,0.93,0.0,0.0,0.0,0.0,,0.19,-0.04,140.0,352.0,6983007.11,3,L90D,selfemployed,15.0,0
7067,0.61,1.9,0.83,2.97,0.0,0.0,0.0,0.0,,-0.01,0.11,141.0,323.0,1706627.36,0,L7D,salaried,67.0,0
7068,0.48,1.13,1.02,0.94,0.0,1.0,0.0,0.018518519,0.25,-0.29,-0.42,186.0,,6889558.95,201,G365D,selfemployed,24.0,0
7069,0.13,3.63,0.0,0.39,0.0,0.0,0.0,0.0,,-0.21,-0.13,117.0,,12094346.45,204,G365D,selfemployed,24.0,0
7070,0.45,1.53,1.04,1.61,0.0,0.0,0.0,0.0,,-0.21,-0.26,92.0,,14434675.87,199,G365D,selfemployed,17.0,0
7071,0.4,0.98,1.1,0.96,0.0,1.0,0.106382979,0.004405286,,0.13,0.58,1007.0,,113517.62,187,G365D,selfemployed,31.0,0
7072,0.61,0.57,0.85,1.21,0.0,0.0,0.0,0.0,,-0.13,-0.02,1204.0,,30155265.93,184,G365D,selfemployed,28.0,0
7073,0.42,0.92,1.08,0.68,0.0,0.0,0.0,0.0,,0.05,0.08,166.0,,20118251.92,182,G365D,selfemployed,28.0,0
7074,0.5,0.96,1.03,0.59,0.0,0.0,0.0,0.0,,,-0.02,96.0,,6011561.6,168,G365D,student,30.0,0
7075,0.36,0.67,0.92,0.62,0.0,0.0,0.0,0.0,,,-0.62,86.0,,4802331.26,627,G365D,salaried,69.0,0
7076,0.43,1.42,1.05,1.18,0.0,0.0,0.2,0.029411765,-0.03,0.43,0.29,121.0,,7.05,162,G365D,selfemployed,53.0,0
7077,0.41,0.96,1.02,1.03,0.0,0.0,0.0,0.0,,-0.4,-0.65,40.0,,78.67,147,G365D,student,29.0,0
7078,0.49,0.94,1.17,1.14,0.0,1.0,0.04964539,0.002832861,,-0.13,-0.4,42.0,,264446.33,72,G365D,agriculture,53.0,0
7079,0.42,0.3,0.0,0.19,0.0,1.0,0.042253521,0.00308642,,-0.07,0.06,139.0,,9132968.17,214,G365D,agriculture,60.0,0
7080,0.37,1.15,0.86,0.67,0.0,1.0,0.03875969,0.002638522,,-0.06,0.07,143.0,,8679790.55,214,G365D,agriculture,60.0,0
7081,0.69,1.46,0.92,2.39,0.0,0.0,0.3,0.0,,-0.03,-0.07,136.0,,-31010000.0,175,G365D,student,26.0,0
7082,0.33,1.28,0.95,0.93,0.0,0.0,0.0,0.0,,,0.39,85.0,,0.0,175,G365D,student,24.0,0
7083,0.42,1.29,0.99,2.21,0.0,0.0,0.010752688,0.0,,0.67,0.18,144.0,,11866901.77,162,G365D,selfemployed,74.0,0
7084,0.54,1.15,1.0,0.65,0.0,0.0,0.0,0.0,,-0.31,-0.43,121.0,,37435.89,164,G365D,selfemployed,74.0,0
7085,0.64,3.31,1.87,2.9,0.0,0.0,0.277777778,0.0,,0.39,-0.07,165.0,,671190.95,107,G365D,selfemployed,48.0,0
7086,0.37,1.0,0.95,1.5,0.0,0.0,0.032258065,0.02173913,,0.12,-0.27,192.0,,359999.22,74,G365D,selfemployed,57.0,0
7087,0.21,0.34,0.68,0.71,0.0,0.0,0.007936508,0.0,,0.14,-0.41,114.0,,2839024.86,21,G365D,salaried,38.0,0
7088,0.44,1.02,0.96,1.01,0.0,0.0,0.002938296,0.0,,-0.54,-0.58,109.0,,6290666.67,15,G365D,selfemployed,2.0,0
7089,0.49,1.07,0.9,1.05,0.0,0.0,0.0,0.0,,-0.03,-0.37,113.0,,0.0,9,L365D,housewife,25.0,0
7090,0.41,1.25,1.38,0.73,0.0,0.0,0.0,0.0,,-0.25,-0.18,71.0,,2594579.07,5,L180D,selfemployed,55.0,0
7091,0.51,1.43,1.33,1.02,0.0,0.0,0.0,0.0,,0.09,-0.13,214.0,,5536101.95,4,L180D,selfemployed,4.0,0
7092,0.4,1.53,0.91,1.25,0.0,0.0,0.0,0.0,-0.12,-0.33,-0.43,38.0,,6.31,4,L180D,selfemployed,4.0,0
7093,0.51,1.07,0.87,2.79,0.0,0.0,0.0,0.0,,-0.36,-0.42,101.0,,125989.93,1,L31D,selfemployed,10.0,0
7094,0.46,1.15,1.02,1.09,0.0,0.0,0.046511628,0.0,,-0.15,0.18,122.0,,59451642.05,178,G365D,agriculture,31.0,0
7095,0.44,1.18,1.03,0.93,0.0,0.0,0.0,0.0,,,0.0,,,12706615.66,309,G365D,selfemployed,38.0,0
7096,0.39,1.19,1.04,1.85,0.0,0.0,0.0,0.0,,0.37,-0.31,61.0,,22.54,307,G365D,selfemployed,37.0,0
7097,1.0,1.8,1.06,1.79,0.0,0.0,0.0,0.0,,-0.55,3.01,159.0,,3799340.81,172,G365D,salaried,42.0,0
7098,0.49,0.83,1.02,0.59,0.0,0.0,0.0,0.0,,0.16,-0.36,50.0,,83351.56,101,G365D,salaried,32.0,0
7099,0.47,1.03,0.94,1.08,0.0,0.0,0.0,0.0,,1.27,0.56,62.0,,5111.74,91,G365D,selfemployed,48.0,0
7100,0.63,1.18,0.98,2.66,0.0,0.0,0.0,0.0,,-0.23,-0.26,102.0,,47.2,157,G365D,housewife,33.0,0
7101,0.56,1.59,1.06,2.62,0.0,0.0,0.0,0.0,,25.04,0.68,9.0,,47.2,1,L31D,selfemployed,36.0,0
7102,0.54,1.26,1.0,1.55,0.0,0.0,0.0,0.0,,-0.58,-0.58,9.0,,108013.52,200,G365D,student,35.0,0
7103,0.46,1.05,1.01,0.98,0.0,0.0,0.0,0.015151515,0.32,-0.22,-0.46,151.0,,107244.26,157,G365D,salaried,29.0,0
7104,0.4,1.13,0.96,0.4,0.0,0.0,0.0,0.0,-0.07,-0.11,-0.31,119.0,,118611.06,75,G365D,housewife,53.0,0
7105,0.27,0.84,0.31,1.53,0.0,0.0,0.0,0.0,,-0.19,0.05,16.0,,6786134.9,61,G365D,selfemployed,5.0,0
7106,0.52,1.52,2.11,2.7,0.0,0.0,0.0,0.0,,-0.25,-0.35,6.0,,78.67,63,G365D,salaried,55.0,0
7107,0.52,3.48,2.81,2.88,0.0,0.0,0.0,0.0,0.03,-0.07,-0.1,140.0,160.0,2842292.01,297,G365D,selfemployed,25.0,0
7108,0.67,1.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-0.03,-0.03,55.0,,196225.17,404,G365D,salaried,65.0,0
7109,0.31,0.85,1.25,1.1,0.0,0.0,0.0,0.0,0.0,-0.32,-0.33,59.0,,121311.83,237,G365D,housewife,66.0,0
7110,0.36,1.32,0.79,1.74,0.0,0.0,0.0,0.0,,0.6,0.63,152.0,,61085.12,106,G365D,housewife,33.0,0
7111,0.34,0.91,0.85,0.64,0.0,0.0,0.0,0.0,0.0,-0.21,-0.13,232.0,553.0,-29188156.51,98,G365D,selfemployed,79.0,0
7112,0.49,0.71,0.95,0.29,0.0,0.0,0.0,0.0,-0.03,,-0.33,140.0,,11595.37,9,L365D,selfemployed,1.0,0
7113,0.48,1.12,1.02,1.48,0.0,0.0,0.0,0.0,,,-0.33,13.0,,306999.27,9,L365D,selfemployed,1.0,0
7114,0.43,1.11,0.97,1.02,0.0,0.0,0.0,0.0,,0.03,0.56,59.0,,1108269.11,8,L365D,salaried,12.0,0
7115,0.35,1.16,1.44,2.47,0.0,0.0,0.047619048,0.0,-0.02,0.01,-0.01,931.0,,1041.0,3,L180D,student,21.0,0
7116,0.52,0.99,0.92,1.04,0.0,0.0,0.020833333,0.0,0.02,-0.1,-0.01,564.0,,1305301.41,129,G365D,student,29.0,0
7117,0.5,1.45,0.37,1.82,0.0,0.0,0.0,0.0,-0.06,-0.07,-0.07,466.0,,137918927.4,125,G365D,selfemployed,74.0,0
7118,0.57,1.15,1.12,1.43,0.0,0.0,0.0,0.0,-0.02,0.12,0.14,199.0,350.0,-75040331.58,190,G365D,selfemployed,34.0,0
7119,0.33,1.53,0.74,2.48,0.0,0.0,0.0,0.0,,-0.25,0.06,19.0,42.0,1907548.0,6,L365D,selfemployed,1.0,0
7120,0.92,1.45,1.31,1.6,1.0,0.0,0.0,0.0,-0.23,-0.58,-0.52,29.0,71.0,2091812.0,198,G365D,selfemployed,58.0,0
7121,0.64,1.16,0.46,1.54,0.0,0.0,0.0,0.0,,0.56,-0.36,37.0,,466024.5,218,G365D,agriculture,66.0,0
7122,0.83,1.2,1.4,0.68,0.0,0.0,0.0,0.0,,-0.53,-0.68,24.0,,1959199.0,4,L180D,housewife,56.0,0
7123,0.42,1.52,4.0,4.55,0.0,0.0,0.0,0.0,2.18,-0.51,-0.39,65.0,,-504775508.0,312,G365D,selfemployed,66.0,0
7124,1.0,0.0,0.0,,0.0,0.0,0.0,0.142857143,,-0.62,,4.0,,-2644809636.0,243,G365D,salaried,25.0,0
7125,0.48,1.71,0.57,0.87,0.0,0.0,0.0,0.0,-0.41,0.11,-0.24,45.0,,56759.94,232,G365D,selfemployed,39.0,0
7126,0.63,1.24,1.06,1.52,0.0,0.0,0.071428571,0.0,,0.27,-0.56,50.0,96.0,3300.0,227,G365D,selfemployed,56.0,0
7127,0.64,1.04,1.05,1.33,0.0,1.0,0.0,0.666666667,,-0.32,-0.2,29.0,51.0,112977.9,78,G365D,salaried,34.0,0
7128,0.64,1.31,1.21,1.62,0.0,0.0,0.0,0.0,,-0.47,0.7,12.0,,105235.96,188,G365D,salaried,42.0,0
7129,0.53,1.13,1.25,1.5,0.0,0.0,0.031674208,0.033898305,-0.32,,-0.4,40.0,,-7042499.9,183,G365D,salaried,25.0,0
7130,0.55,1.01,1.28,0.42,0.0,0.0,0.0,0.005076142,0.06,-0.48,-0.02,133.0,,-1357593371.0,182,G365D,salaried,25.0,0
7131,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,-0.4,4.0,4.0,1088786.93,159,G365D,salaried,52.0,0
7132,0.47,1.05,1.08,1.06,0.0,1.0,0.0,0.011111111,-0.25,-0.1,-0.38,30.0,54.0,1465565.0,101,G365D,salaried,38.0,0
7133,0.38,0.95,1.12,0.87,0.0,1.0,0.925120773,0.002006018,,-0.5,-0.5,,,12995004.16,13,G365D,salaried,9.0,0
7134,0.3,0.76,1.14,0.83,,0.0,0.023809524,0.005747126,,0.78,0.82,5.0,,-426959.16,3,L180D,selfemployed,2.0,0
7135,0.87,0.86,1.04,0.88,0.0,0.0,0.0,0.0,-0.23,-0.17,-0.14,64.0,93.0,500000.0,168,G365D,salaried,44.0,0
7136,0.52,1.96,1.37,2.46,0.0,0.0,0.0,0.0,-0.18,-0.34,-0.33,60.0,91.0,35661657.52,184,G365D,housewife,36.0,0
7137,0.48,0.77,0.99,1.01,0.0,0.0,0.0,0.0,0.01,,0.08,60.0,143.0,3125647.89,370,G365D,salaried,64.0,0
7138,0.47,1.41,1.14,2.3,0.0,0.0,0.0,0.0,,0.6,-0.2,50.0,,21035.79,150,G365D,salaried,41.0,0
7139,0.51,0.88,1.12,0.85,0.0,1.0,0.042553191,0.001459854,0.5,3.39,-0.16,120.0,,1949341.48,122,G365D,salaried,41.0,0
7140,0.41,0.89,0.99,0.96,0.0,0.0,0.014457831,0.0,1.13,-0.49,0.05,23.0,,1484651.36,6,L365D,selfemployed,23.0,0
7141,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,-0.41,-0.49,8.0,15.0,1828281.15,1,L31D,selfemployed,23.0,0
7142,0.41,1.28,1.17,1.97,0.0,1.0,0.0,0.666666667,-0.62,-0.11,-0.78,332.0,750.0,776804.52,0,L7D,agriculture,46.0,0
7143,0.5,2.3,2.56,2.76,0.0,2.0,0.0,0.5,,-0.38,-0.11,9.0,22.0,2456721.08,0,L7D,agriculture,36.0,0
7144,0.5,0.36,0.66,0.38,0.0,1.0,0.013157895,0.005494505,,-0.05,-0.13,41.0,,2630104.58,1,L31D,selfemployed,34.0,0
7145,0.7,1.22,1.24,1.21,0.0,0.0,0.375,0.125,-0.23,-0.75,-0.77,21.0,,656366.99,119,G365D,selfemployed,36.0,0
7146,0.36,,,,0.0,1.0,0.0,0.008196721,,,-0.53,7.0,19.0,639321.88,62,G365D,selfemployed,28.0,0
7147,0.48,1.33,0.83,1.41,0.0,0.0,0.328358209,0.010416667,,-0.07,-0.22,131.0,,95963.16,61,G365D,selfemployed,41.0,0
7148,0.66,0.81,0.95,1.39,0.0,0.0,0.0,0.0,,-0.22,0.31,56.0,219.0,22389953.86,16,G365D,selfemployed,35.0,0
7149,0.5,1.25,1.13,1.95,0.0,0.0,0.333333333,0.019230769,,,-0.34,49.0,,-1195706296.0,16,G365D,salaried,29.0,0
7150,0.49,2.13,0.96,4.48,0.0,0.0,0.0,0.0,1.21,-0.32,-0.37,41.0,,32607692.69,3,L180D,salaried,63.0,0
7151,0.61,1.64,1.1,2.36,0.0,1.0,0.066666667,0.037037037,1.08,-0.41,-0.5,48.0,,2638740.84,308,G365D,salaried,46.0,0
7152,0.47,0.98,1.01,1.14,0.0,0.0,0.0,0.0,0.14,-0.22,-0.25,195.0,,10790909.83,96,G365D,salaried,34.0,0
7153,0.59,1.32,1.1,0.91,0.0,0.0,0.0,0.0,-0.02,-0.04,-0.11,72.0,75.0,32319085.8,72,G365D,selfemployed,31.0,0
7154,0.56,1.07,1.36,1.44,0.0,0.0,0.0,0.0,,-0.53,0.51,18.0,44.0,717387.44,14,G365D,selfemployed,9.0,0
7155,0.59,1.17,1.65,1.39,0.0,0.0,0.0,0.0,,-0.39,-0.63,21.0,44.0,-218700851.0,12,G365D,agriculture,28.0,0
7156,1.0,0.45,0.0,0.98,0.0,0.0,0.0,0.0,,,-0.6,,,-301343576.1,11,L365D,agriculture,28.0,0
7157,1.0,1.0,1.17,1.17,0.0,0.0,0.0,0.0,,-0.5,-0.43,2.0,,200379552.1,177,G365D,selfemployed,33.0,0
7158,0.42,0.87,0.73,1.03,0.0,0.0,0.0,0.0,,0.1,-0.4,88.0,,10627905.42,174,G365D,selfemployed,61.0,0
7159,0.58,1.03,1.01,1.32,0.0,0.0,0.0,0.0,-0.08,-0.52,0.14,130.0,273.0,11733373.8,9,L365D,selfemployed,5.0,0
7160,0.45,1.06,0.81,1.53,0.0,0.0,0.0,0.0,,-0.16,-0.09,7.0,,-797636235.4,0,L31D,selfemployed,21.0,0
7161,0.38,3.23,3.22,0.59,0.0,0.0,0.0,0.0,0.09,-0.2,-0.27,128.0,281.0,-2018131548.0,419,G365D,salaried,67.0,0
7162,0.41,1.29,0.85,1.68,0.0,0.0,0.0,0.0,-0.04,-0.06,0.01,233.0,,1280588.98,214,G365D,selfemployed,53.0,0
7163,0.31,1.0,1.25,0.47,0.0,0.0,0.0,0.0,-0.01,-0.02,-0.04,295.0,300.0,71265.88,61,G365D,salaried,30.0,0
7164,0.48,0.85,1.45,1.24,0.0,2.0,0.0,0.172413793,,-0.11,-0.2,7.0,,266328.81,36,G365D,salaried,62.0,0
7165,0.48,1.0,0.69,0.88,0.0,0.0,0.025,0.0,0.4,-0.08,-0.13,147.0,,267223.87,3,L90D,selfemployed,0.0,0
7166,0.5,1.12,1.25,1.37,0.0,0.0,0.249249249,0.001331558,,,-0.42,5.0,,-2507429353.0,2,L90D,selfemployed,0.0,0
7167,1.0,1.0,1.0,,0.0,0.0,0.023809524,0.0,0.04,-0.22,-0.01,317.0,690.0,274766.67,0,L7D,selfemployed,74.0,0
7168,0.24,0.59,0.8,0.96,0.0,0.0,0.0,0.0,-0.06,-0.22,-0.03,290.0,671.0,0.0,222,G365D,salaried,56.0,0
7169,0.48,1.61,1.71,1.79,0.0,0.0,0.0,0.0,0.48,0.15,-0.01,109.0,222.0,563781.66,293,G365D,retired,-2.0,0
7170,0.54,0.99,1.0,1.05,0.0,0.0,0.0,0.005405405,0.67,-0.3,-0.43,11.0,,61444990.76,214,G365D,selfemployed,18.0,0
7171,0.63,1.08,0.91,1.18,0.0,0.0,0.0,0.0,,,0.0,2.0,,4642316.47,250,G365D,salaried,45.0,0
7172,0.72,2.46,0.82,3.23,0.0,0.0,0.0,0.0,0.06,-0.41,-0.47,140.0,,2673724.16,45,G365D,agriculture,6.0,0
7173,0.48,1.65,1.54,2.89,0.0,0.0,0.0,0.0,0.31,-0.42,-0.32,60.0,,5589048.46,8,L365D,selfemployed,8.0,0
7174,0.34,0.84,0.95,1.22,0.0,2.0,0.764705882,0.057388809,,-0.64,-0.63,11.0,,757559.84,9,L365D,selfemployed,8.0,0
7175,0.54,0.73,1.14,0.51,0.0,0.0,0.0,0.0,,0.01,-0.11,166.0,335.0,57435.26,191,G365D,salaried,35.0,0
7176,0.22,1.0,0.0,3.94,0.0,0.0,0.0,0.013157895,,-0.29,-0.29,4.0,,54603.0,163,G365D,others,36.0,0
7177,0.81,1.55,0.7,1.88,1.0,0.0,0.153846154,0.01754386,0.26,0.2,0.07,38.0,,7625211.71,146,G365D,student,30.0,0
7178,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.007009346,,-0.19,-0.5,248.0,,362426.04,71,G365D,student,23.0,0
7179,0.36,,,,0.0,0.0,0.0,0.0,0.15,-0.03,-0.35,175.0,297.0,-237892019.9,27,G365D,student,25.0,0
7180,0.42,0.99,0.29,1.32,1.0,0.0,0.0,0.0,-0.45,0.08,0.01,328.0,641.0,274739.23,8,L365D,selfemployed,59.0,0
